Open,High,Low,Close,Adj Close,Volume,rsi_14,rsi_21,bb_bbm,bb_bbh,bb_bbl,bb_bbhi,bb_bbli
40699.60546875,41060.52734375,35791.42578125,36457.31640625,36457.31640625,43011992031,15.327895944306022,16.603958455193478,,,,0.0,0.0
36471.58984375,36688.8125,34349.25,35030.25,35030.25,39714385405,13.41420184098142,14.817018209647145,,,,0.0,0.0
35047.359375,36433.3125,34784.96875,36276.8046875,36276.8046875,26017975951,22.514624328224073,22.469902944207945,,,,0.0,0.0
36275.734375,37247.51953125,33184.05859375,36654.328125,36654.328125,41856658597,25.082736914690656,24.6233348088943,,,,0.0,0.0
36654.8046875,37444.5703125,35779.4296875,36954.00390625,36954.00390625,26428189594,27.146857277295624,26.328848814405035,,,,0.0,0.0
36950.515625,38825.41015625,36374.90625,36852.12109375,36852.12109375,31324598034,26.875745986188875,26.11789127154688,,,,0.0,0.0
36841.87890625,37148.32421875,35629.28125,37138.234375,37138.234375,25041426629,29.01956672430721,27.823139346302682,,,,0.0,0.0
37128.4453125,37952.87890625,36211.109375,37784.33203125,37784.33203125,22238830523,33.74346533597303,31.568174163588566,,,,0.0,0.0
37780.71484375,38576.26171875,37406.47265625,38138.1796875,38138.1796875,17194183075,36.245956193024,33.55086349528146,,,,0.0,0.0
38151.91796875,38266.33984375,37437.7109375,37917.6015625,37917.6015625,14643548444,35.34964335091637,32.92644352746035,,,,0.0,0.0
37920.28125,38647.26171875,36733.57421875,38483.125,38483.125,20734730465,39.48164087856268,36.12659556496638,,,,0.0,0.0
38481.765625,39115.1328125,38113.6640625,38743.2734375,38743.2734375,20288500328,41.338991724979024,37.5654089227895,,,,0.0,0.0
38743.71484375,38834.6171875,36832.73046875,36952.984375,36952.984375,19155189416,33.67865065105306,32.30681352279747,,,,0.0,0.0
36944.8046875,37154.6015625,36375.5390625,37154.6015625,37154.6015625,18591534769,35.136385217174166,33.40908934946373,,,,0.0,0.0
37149.265625,41527.78515625,37093.62890625,41500.875,41500.875,29412210792,57.051617812569525,51.34283238254658,,,,0.0,0.0
41501.48046875,41847.1640625,41038.09765625,41441.1640625,41441.1640625,19652846215,56.76784624337822,51.144141460771905,,,,0.0,0.0
41441.12109375,42500.78515625,41244.90625,42412.43359375,42412.43359375,16142097334,60.232793003702625,54.1731034464916,,,,0.0,0.0
42406.78125,44401.86328125,41748.15625,43840.28515625,43840.28515625,28641855926,64.71056868373789,58.175671673972474,,,,0.0,0.0
43854.65234375,45293.8671875,42807.8359375,44118.4453125,44118.4453125,33079398868,65.52496995069826,58.90977630102862,,,,0.0,0.0
44096.703125,44727.80078125,43232.96875,44338.796875,44338.796875,23245887300,66.19060634448812,59.50104288887791,38909.4578125,44576.07555204225,33242.84007295774,0.0,0.0
44347.80078125,45661.171875,43402.80859375,43565.11328125,43565.11328125,32142048537,61.68702348616648,56.503556832191,39264.84765625,45158.723708172336,33370.971604327664,0.0,0.0
43571.12890625,43810.83203125,42114.5390625,42407.9375,42407.9375,26954925781,55.59428448341287,52.36102388484661,39633.73203125,45341.8763425004,33925.5877199996,0.0,0.0
42412.30078125,42992.55078125,41852.57421875,42244.46875,42244.46875,18152390304,54.77129953205543,51.79774208603803,39932.115234375,45529.98789629885,34334.24257245115,0.0,0.0
42236.56640625,42693.0546875,41950.94140625,42197.515625,42197.515625,14741589015,54.52164174439866,51.63023209131647,40209.274609375,45677.961762760606,34740.5874559894,0.0,0.0
42157.3984375,42775.77734375,41681.95703125,42586.91796875,42586.91796875,20827783012,56.300680812704265,52.95507989253618,40490.9203125,45838.86590796008,35142.97471703992,0.0,0.0
42586.46484375,44667.21875,42491.03515625,44575.203125,44575.203125,22721659051,64.03651671494355,58.9788601145953,40877.0744140625,46233.58105542945,35520.567772695555,0.0,0.0
44578.27734375,44578.27734375,43456.69140625,43961.859375,43961.859375,19792547657,60.47977211316916,56.63020582250872,41218.2556640625,46446.44268262906,35990.068645495936,0.0,0.0
43937.0703125,44132.97265625,40249.37109375,40538.01171875,40538.01171875,26246662813,45.340461779711866,45.91346799369787,41355.9396484375,46355.168793488134,36356.71050338687,0.0,0.0
40552.1328125,40929.15234375,39637.6171875,40030.9765625,40030.9765625,23310007704,43.59989876825496,44.601049081796816,41450.5794921875,46271.03329314862,36630.12569122638,0.0,0.0
40026.0234375,40418.87890625,39713.05859375,40122.15625,40122.15625,13736557863,44.01610790428708,44.89845219207125,41560.8072265625,46148.26069065821,36973.353762466795,0.0,0.0
40118.1015625,40119.890625,38112.8125,38431.37890625,38431.37890625,18340576452,38.362659462690516,40.64954474645294,41558.219921875,46152.66670614801,36963.773137601995,0.0,0.0
38423.2109375,39394.4375,36950.4765625,37075.28125,37075.28125,29280402798,34.53168864616522,37.64904425715852,41474.8203125,46324.11741201044,36625.52321298956,0.0,0.0
37068.76953125,38359.85546875,36488.93359375,38286.02734375,38286.02734375,25493150450,40.26705131851928,41.68433350014636,41541.4724609375,46172.04395851009,36910.900963364904,0.0,0.0
38285.28125,39122.39453125,37201.81640625,37296.5703125,37296.5703125,21849073843,37.38466747844872,39.491200104535984,41548.5708984375,46152.58028558282,36944.56151129218,0.0,0.0
37278.56640625,38968.83984375,34459.21875,38332.609375,38332.609375,46383802093,42.061313568147256,42.7999006254297,41390.1576171875,46203.114098449005,36577.20113592599,0.0,0.0
38333.74609375,39630.32421875,38111.34375,39214.21875,39214.21875,26545599159,45.77286295149365,45.464357662106714,41278.8103515625,46184.05029426899,36373.570408856,0.0,0.0
39213.08203125,40005.34765625,38702.53515625,39105.1484375,39105.1484375,17467554129,45.385499396230315,45.19090470069797,41113.44609375,46077.30935100833,36149.58283649167,0.0,0.0
39098.69921875,39778.94140625,37268.9765625,37709.78515625,37709.78515625,23450127612,40.64637687199409,41.81267226216678,40806.92109375,45816.30822544553,35797.53396205448,0.0,0.0
37706.0,43760.45703125,37518.21484375,43193.234375,43193.234375,35690014104,58.83675251123747,55.52980546235771,40760.660546875,45662.808950115,35858.512143634995,0.0,0.0
43194.50390625,44793.6015625,42952.5859375,44354.63671875,44354.63671875,32479047645,61.52625789438085,57.74509377748543,40761.4525390625,45665.91759517754,35856.98748294746,0.0,0.0
44357.6171875,45077.578125,43432.8515625,43924.1171875,43924.1171875,29183112630,59.96226189227143,56.64675647197344,40779.402734375,45727.2179565559,35831.5875121941,0.0,0.0
43925.1953125,44021.578125,41914.75,42451.7890625,42451.7890625,24967782593,54.8291245813094,53.025131729490184,40781.5953125,45732.33327292366,35830.857352076346,0.0,0.0
42458.140625,42479.61328125,38805.84765625,39137.60546875,39137.60546875,28516271427,45.406362509533,46.06439753031146,40626.2521484375,45578.60725896198,35673.897037913026,0.0,0.0
39148.44921875,39566.3359375,38777.03515625,39400.5859375,39400.5859375,16975917450,46.19651145417956,46.64792438170402,40486.4056640625,45411.268173162694,35561.5431549623,0.0,0.0
39404.19921875,39640.17578125,38211.6484375,38419.984375,38419.984375,19745229902,43.65907468462363,44.75227164997709,40278.058984375,45182.36590565785,35373.75206309215,0.0,0.0
38429.3046875,39430.2265625,37260.203125,38062.0390625,38062.0390625,28546143503,42.73630815793596,44.065926202979426,39952.40078125,44525.91940730371,35378.88215519629,0.0,0.0
38059.90234375,39304.44140625,37957.38671875,38737.26953125,38737.26953125,25776583476,45.093844393140586,45.714970789713874,39691.1712890625,43901.19104916484,35481.15152896016,0.0,0.0
38742.81640625,42465.671875,38706.09375,41982.92578125,41982.92578125,32284121034,54.73953299597849,52.7462171918698,39763.4169921875,44077.392954312665,35449.441030062335,0.0,0.0
41974.0703125,42004.7265625,38832.94140625,39437.4609375,39437.4609375,31078064711,47.66693897433534,47.66248351848316,39733.7412109375,44048.11229361071,35419.37012826429,0.0,0.0
39439.96875,40081.6796875,38347.43359375,38794.97265625,38794.97265625,26364890465,46.04965309262775,46.47534472205201,39667.38203125,43996.61610986387,35338.147952636136,0.0,0.0
38794.46484375,39308.59765625,38772.53515625,38904.01171875,38904.01171875,14616450657,46.382144596485546,46.71186129545978,39691.013671875,43998.1054971646,35383.9218465854,0.0,0.0
38884.7265625,39209.3515625,37728.14453125,37849.6640625,37849.6640625,17300745310,43.585031138821485,44.70616070826057,39729.7328125,43955.22044829933,35504.245176700664,0.0,0.0
37846.31640625,39742.5,37680.734375,39666.75390625,39666.75390625,24322159070,49.26380292896224,48.69273325330441,39798.769140625,43972.450713806626,35625.08756744338,0.0,0.0
39664.25,39794.62890625,38310.2109375,39338.78515625,39338.78515625,23934000868,48.318407661152726,48.0363786316914,39900.8798828125,43921.82861634764,35879.93114927736,0.0,0.0
39335.5703125,41465.453125,39022.34765625,41143.9296875,41143.9296875,39616916192,53.59675582176737,51.79184373530099,40041.4458984375,44029.695337097895,36053.19645977711,0.0,0.0
41140.84375,41287.53515625,40662.87109375,40951.37890625,40951.37890625,22009601093,52.97523875604841,51.37598380482533,40128.30390625,44116.37248585207,36140.23532664793,0.0,0.0
40944.83984375,42195.74609375,40302.3984375,41801.15625,41801.15625,34421564942,55.43156734483664,53.120278615856314,40263.104296875,44285.83023639785,36240.37835735214,0.0,0.0
41794.6484375,42316.5546875,41602.66796875,42190.65234375,42190.65234375,19664853187,56.55181525405582,53.91590176865661,40487.14765625,44414.07302411936,36560.222288380646,0.0,0.0
42191.40625,42241.1640625,41004.7578125,41247.82421875,41247.82421875,20127946682,53.07417887341243,51.68635287454785,40389.8771484375,44136.08073857029,36643.67355830472,0.0,0.0
41246.1328125,41454.41015625,40668.04296875,41077.99609375,41077.99609375,24615543271,52.4485270913162,51.285247054117534,40226.0451171875,43524.152975850164,36927.93725852484,0.0,0.0
41074.10546875,43124.70703125,40948.28125,42358.80859375,42358.80859375,32004652376,56.60346975575474,54.105627859378615,40147.7796875,43152.376522248785,37143.18285275121,0.0,0.0
42364.37890625,42893.5078125,41877.5078125,42892.95703125,42892.95703125,25242943069,58.242172008410776,55.24037574455325,40169.8380859375,43247.363672724074,37092.31249915093,0.0,0.0
42886.65234375,44131.85546875,42726.1640625,43960.93359375,43960.93359375,31042992291,61.38208964830378,57.44908190664151,40411.0044921875,43860.62751361839,36961.38147075661,1.0,0.0
43964.546875,44999.4921875,43706.28515625,44348.73046875,44348.73046875,30574413034,62.48517852743457,58.2348554137505,40658.41171875,44473.120841230026,36843.70259626998,0.0,0.0
44349.859375,44735.99609375,44166.2734375,44500.828125,44500.828125,16950455995,62.93239639498893,58.55007969481892,40962.45390625,44979.03957758424,36945.86823491575,0.0,0.0
44505.35546875,46827.546875,44437.29296875,46820.4921875,46820.4921875,28160889722,69.00172959612635,63.01967561123709,41400.3765625,45933.22298516738,36867.53013983263,1.0,0.0
46821.8515625,48086.8359375,46690.203125,47128.00390625,47128.00390625,36362175703,69.70978953171142,63.5665290964277,41819.91328125,46818.44983145811,36821.3767310419,1.0,0.0
47100.4375,48022.2890625,47100.4375,47465.73046875,47465.73046875,31397059069,70.50658320927924,64.17740107857625,42094.053515625,47666.70924689501,36521.39778435499,0.0,0.0
47456.8984375,47655.1484375,46746.2109375,47062.6640625,47062.6640625,29333883962,68.20074529474076,62.85670778504099,42475.313671875,48306.17775881402,36644.44958493599,0.0,0.0
47062.1484375,47512.02734375,45390.5390625,45538.67578125,45538.67578125,33327427106,60.186088429041554,58.10926689246383,42812.498828125,48531.94427032885,37093.05338592114,0.0,0.0
45554.1640625,46616.2421875,44403.140625,46281.64453125,46281.64453125,38162644287,62.499768796099175,59.66856734191539,43181.38046875,48795.60362002015,37567.157317479854,0.0,0.0
46285.5,47028.28125,45782.51171875,45868.94921875,45868.94921875,29336594194,60.40010444069173,58.40068751764321,43582.3447265625,48743.31144200889,38421.37801111611,0.0,0.0
45859.12890625,47313.4765625,45634.10546875,46453.56640625,46453.56640625,25414397610,62.33067648195287,59.67517710462084,43921.6853515625,48897.36436966669,38946.0063334583,0.0,0.0
46445.2734375,46791.08984375,45235.81640625,46622.67578125,46622.67578125,32499785455,62.89420321361364,60.046956579748624,44285.8798828125,48921.10437414476,39650.65539148024,0.0,0.0
46624.5078125,47106.140625,45544.80859375,45555.9921875,45555.9921875,29640604055,57.092465227854994,56.591380495669235,44506.4830078125,48938.06398725384,40074.902028371165,0.0,0.0
45544.35546875,45544.35546875,43193.953125,43206.73828125,43206.73828125,39393395788,46.843580651422684,49.94473098005236,44619.2509765625,48790.360871362485,40448.141081762515,0.0,0.0
43207.5,43860.69921875,42899.90625,43503.84765625,43503.84765625,26101973106,48.11220802398333,50.713430793815235,44704.385546875,48708.09126908613,40700.679824663865,0.0,0.0
43505.13671875,43903.01953125,42183.2890625,42287.6640625,42287.6640625,27215995394,43.53229347344826,47.5733366262724,44709.2361328125,48700.96545988864,40717.50680573635,0.0,0.0
42282.078125,42786.81640625,42183.25390625,42782.13671875,42782.13671875,16050772496,45.79170658794095,48.92346040424319,44785.9517578125,48561.77349814088,41010.13001748412,0.0,0.0
42781.08984375,43376.37890625,42021.20703125,42207.671875,42207.671875,17654475582,43.60860689817882,47.4333593389909,44842.435546875,48423.467036616676,41261.404057133324,0.0,0.0
42201.0390625,42424.58984375,39373.05859375,39521.90234375,39521.90234375,33949912166,35.167205246987464,41.2636984419393,44700.590234375,48844.40976525009,40556.770703499904,0.0,1.0
39533.71484375,40617.5859375,39388.328125,40127.18359375,40127.18359375,30991500854,38.07639305435917,43.01756360871086,44562.3015625,49103.716251567785,40020.88687343221,0.0,0.0
40123.5703125,41430.0546875,39712.74609375,41166.73046875,41166.73046875,27691105228,42.821856229767135,45.9291454021911,44422.59140625,49195.43370312274,39649.74910937726,0.0,0.0
41160.21875,41451.48046875,39695.74609375,39935.515625,39935.515625,24342001973,39.008910434722736,43.185042479199026,44201.9306640625,49360.50969941369,39043.35162871131,0.0,0.0
39939.40234375,40617.72265625,39866.83203125,40553.46484375,40553.46484375,21756855753,41.80950857016953,44.91932377020335,44004.5625,49398.958993138964,38610.166006861036,0.0,0.0
40552.31640625,40633.6796875,40078.42578125,40424.484375,40424.484375,16833150693,41.38238282999917,44.620816557791116,43684.762109375,49131.58909772759,38237.935121022405,0.0,0.0
40417.77734375,40570.7265625,39620.89453125,39716.953125,39716.953125,19087633042,39.02704754709557,42.97585001559735,43314.2095703125,48781.95191219104,37846.46722843396,0.0,0.0
39721.203125,40986.3203125,38696.19140625,40826.21484375,40826.21484375,33705182072,44.37267290856987,46.23848686682223,42982.2337890625,48202.03963197209,37762.42794615291,0.0,0.0
40828.17578125,41672.9609375,40618.6328125,41502.75,41502.75,25303206547,47.40150790789623,48.13868583427071,42704.2380859375,47607.81217092815,37800.66400094685,0.0,0.0
41501.74609375,42126.30078125,40961.09765625,41374.37890625,41374.37890625,27819532341,46.87991011135603,47.802065437813134,42496.0232421875,47251.916722933114,37740.12976144188,0.0,0.0
41371.515625,42893.58203125,40063.828125,40527.36328125,40527.36328125,35372786395,43.48018474880477,45.593246126753364,42208.3091796875,46702.343444429665,37714.27491494534,0.0,0.0
40525.86328125,40777.7578125,39315.41796875,39740.3203125,39740.3203125,28011716745,40.53837169865918,43.626448355770826,41901.877734375,46186.60406875928,37617.15139999071,0.0,0.0
39738.72265625,39935.859375,39352.203125,39486.73046875,39486.73046875,16138021249,39.60848503918404,42.99891131549601,41553.5359375,45413.13760613912,37693.934268860874,0.0,0.0
39478.375,39845.92578125,39233.5390625,39469.29296875,39469.29296875,17964398167,39.54131866367501,42.954300740214826,41195.866796875,44376.1803322671,38015.553261482906,0.0,0.0
39472.60546875,40491.75390625,38338.37890625,40458.30859375,40458.30859375,35445730570,45.21575796137602,46.2738154306029,40940.9826171875,43423.15709521742,38458.80813915758,0.0,0.0
40448.421875,40713.890625,37884.984375,38117.4609375,38117.4609375,34569088416,36.48692425107255,40.42743383414883,40686.51875,43230.12011221339,38142.91738778661,0.0,1.0
38120.30078125,39397.91796875,37997.3125,39241.12109375,39241.12109375,30981015184,42.250127654176865,43.993901558554754,40473.382421875,42735.8072175594,38210.957626190604,0.0,0.0
39241.4296875,40269.46484375,38941.421875,39773.828125,39773.828125,33903704907,44.80707814739749,45.61465381103124,40347.690625,42467.8141858979,38227.567064102106,0.0,0.0
39768.6171875,39887.26953125,38235.53515625,38609.82421875,38609.82421875,30882994649,40.57917353430653,42.77462446570154,40139.075,42072.872396320854,38205.27760367914,0.0,0.0
38605.859375,38771.2109375,37697.94140625,37714.875,37714.875,23895713731,37.63854591614332,40.727521531034036,39914.43515625,41878.423611960796,37950.44670053921,0.0,1.0
37713.265625,38627.859375,37585.7890625,38469.09375,38469.09375,27002760110,41.48688779698269,43.13566134882917,39861.7947265625,41919.257374865214,37804.33207825978,0.0,0.0
38472.1875,39074.97265625,38156.5625,38529.328125,38529.328125,32922642426,41.79580597219459,43.328737167095774,39781.901953125,41914.65330451624,37649.15060173376,0.0,0.0
38528.109375,38629.99609375,37585.62109375,37750.453125,37750.453125,27326943244,38.93346505187981,41.41930870190801,39611.0880859375,41818.73970761322,37403.43646426179,0.0,0.0
37748.01171875,39902.94921875,37732.05859375,39698.37109375,39698.37109375,36754404490,48.44308499649332,47.49530749653388,39599.230859375,41802.327844637,37396.133874112995,0.0,0.0
39695.74609375,39789.28125,35856.515625,36575.140625,36575.140625,43106256317,38.17746800253144,40.4347275364328,39400.3146484375,41918.702533636446,36881.92676323856,0.0,1.0
36573.18359375,36624.359375,35482.1328125,36040.921875,36040.921875,37795577489,36.74320092557743,39.38323675076815,39181.1365234375,42044.2538060311,36318.019240843896,0.0,1.0
36042.50390625,36129.92578125,34940.82421875,35501.953125,35501.953125,24375896406,35.3022332796251,38.3274064065267,38970.3865234375,42236.827481675035,35703.94556519996,0.0,1.0
35502.94140625,35502.94140625,33878.96484375,34059.265625,34059.265625,36763041910,31.716664056384232,35.641811612024284,38632.0390625,42419.7458174217,34844.3323075783,0.0,1.0
34060.015625,34222.07421875,30296.953125,30296.953125,30296.953125,63355494961,24.677458580296403,29.904155749337917,38071.74921875,43105.3919240885,33038.106513411505,0.0,1.0
30273.654296875,32596.30859375,29944.802734375,31022.90625,31022.90625,59811038817,27.998074517063415,32.118124918476184,37554.1755859375,43212.95583370684,31895.395338168153,0.0,1.0
31016.18359375,32013.40234375,28170.4140625,28936.35546875,28936.35546875,70388855818,24.636261521541442,29.323022592182227,36974.6251953125,43590.03712289334,30359.213267731666,0.0,1.0
28936.734375,30032.439453125,26350.490234375,29047.751953125,29047.751953125,66989173272,25.152971867109713,29.666140828959954,36439.99677734375,43765.1325968132,29114.860957874305,0.0,1.0
29030.91015625,30924.802734375,28782.330078125,29283.103515625,29283.103515625,42841124537,26.30262552037314,30.41553963544908,35929.8154296875,43740.3328093715,28119.298050003494,0.0,0.0
29285.642578125,30192.802734375,28702.91015625,30101.265625,30101.265625,28579868620,30.310086900761434,33.020505235718645,35461.4140625,43487.33461346811,27435.493511531888,0.0,0.0
30098.5859375,31308.19140625,29527.740234375,31305.11328125,31305.11328125,25835372065,35.83859614098186,36.682637399758164,35003.754296875,42880.2234989808,27127.285094769202,0.0,0.0
31304.375,31305.341796875,29251.884765625,29862.91796875,29862.91796875,32613897286,32.5111733146866,34.322115459091535,34591.0271484375,42634.906692365985,26547.14760450901,0.0,0.0
29862.408203125,30694.490234375,29570.302734375,30425.857421875,30425.857421875,29101473475,35.04620742273886,36.00978708955002,34150.26396484375,42092.04981006474,26208.478119622756,0.0,0.0
30424.478515625,30618.716796875,28720.271484375,28720.271484375,28720.271484375,31285268319,31.2198985901762,33.288558632520306,33597.5861328125,41434.81907321871,25760.353192406303,0.0,0.0
28720.359375,30430.751953125,28708.955078125,30314.333984375,30314.333984375,33773447707,38.02976451833157,37.89427435354858,33182.81162109375,40789.749992601784,25575.87324958572,0.0,0.0
30311.119140625,30664.9765625,28793.60546875,29200.740234375,29200.740234375,30749382605,35.39340734954634,36.06774549019207,32757.1048828125,40254.04194347595,25260.167822149044,0.0,0.0
29199.859375,29588.869140625,29027.39453125,29432.2265625,29432.2265625,17274840442,36.38071530746537,36.73334907161533,32305.2615234375,39451.80022487234,25158.72282200266,0.0,0.0
29432.47265625,30425.861328125,29275.18359375,30323.72265625,30323.72265625,21631532270,40.17259662963264,39.28925344629895,31894.98125,38485.67120206996,25304.291297930038,0.0,0.0
30309.396484375,30590.5859375,28975.560546875,29098.91015625,29098.91015625,31483454557,36.917023320445416,37.12562353421505,31462.4041015625,37577.54879514027,25347.259407984737,0.0,0.0
29101.125,29774.35546875,28786.58984375,29655.5859375,29655.5859375,26616506245,39.32378696901966,38.73567178838586,30960.26484375,35805.170126907055,26115.359560592944,0.0,0.0
29653.134765625,30157.78515625,29384.94921875,29562.361328125,29562.361328125,27525063551,39.05505984683634,38.56203462376862,30609.62587890625,34740.821505855194,26478.430251957303,0.0,0.0
29564.77734375,29834.16015625,28261.90625,29267.224609375,29267.224609375,36774325352,38.16584160023429,37.995860715208934,30270.941015625,33597.88564334421,26943.996387905794,0.0,0.0
29251.140625,29346.943359375,28326.61328125,28627.57421875,28627.57421875,36582005748,36.23998824532851,36.767399227191525,29927.2220703125,32307.01681998554,27547.427320639457,0.0,0.0
28622.625,28814.900390625,28554.56640625,28814.900390625,28814.900390625,35519577634,37.238791934043235,37.38986430588165,29665.00380859375,31155.334141006595,28174.673476180902,0.0,0.0
29019.8671875,29498.009765625,28841.107421875,29445.95703125,29445.95703125,18093886409,40.613778212314614,39.496613389127724,29622.45400390625,31086.54651007711,28158.361497735386,0.0,0.0
29443.365234375,31949.630859375,29303.572265625,31726.390625,31726.390625,39277993274,50.890997084106196,46.346796970028535,29657.62822265625,31279.871893121654,28035.384552190848,1.0,0.0
31723.865234375,32249.86328125,31286.154296875,31792.310546875,31792.310546875,33538210634,51.15414598126557,46.530542531220796,29800.4259765625,31632.756891065466,27968.095062059532,1.0,0.0
31792.5546875,31957.28515625,29501.587890625,29799.080078125,29799.080078125,41135817341,43.55441619135149,41.96740601939046,29837.9923828125,31637.572435465376,28038.412330159623,0.0,0.0
29794.890625,30604.734375,29652.705078125,30467.48828125,30467.48828125,29083562061,46.428629568357614,43.904397519551615,29897.21162109375,31697.804128969947,28096.61911321755,0.0,0.0
30467.806640625,30633.03515625,29375.689453125,29704.390625,29704.390625,26175547452,43.69319772044367,42.21530547903772,29877.36787109375,31677.27527475887,28077.460467428627,0.0,0.0
29706.138671875,29930.564453125,29500.005859375,29832.9140625,29832.9140625,16588370958,44.28854643513295,42.6057909512607,29803.75791015625,31480.271194728397,28127.244625584106,0.0,0.0
29835.1171875,30117.744140625,29574.44921875,29906.662109375,29906.662109375,17264085441,44.65018902613376,42.838521291033025,29805.9451171875,31482.875506376422,28129.01472799858,0.0,0.0
29910.283203125,31693.291015625,29894.1875,31370.671875,31370.671875,31947336829,51.395332513489,47.293369690523306,29853.18583984375,31646.502459657233,28059.86922003027,0.0,0.0
31371.7421875,31489.68359375,29311.68359375,31155.478515625,31155.478515625,40770974039,50.42265179306416,46.73127268210195,29974.94619140625,31774.71740502259,28175.174977789906,0.0,0.0
31151.48046875,31253.69140625,29944.404296875,30214.35546875,30214.35546875,30242059107,46.29604799064505,44.312769034282034,29969.947265625,31766.47252565854,28173.42200559146,0.0,0.0
30215.279296875,30609.310546875,30020.265625,30111.998046875,30111.998046875,21692004719,45.856480641437976,44.05241096109,30015.51015625,31777.582486046944,28253.437826453053,0.0,0.0
30110.330078125,30245.80859375,28978.146484375,29083.8046875,29083.8046875,29867476527,41.58517919340656,41.48175455796971,29998.0890625,31789.52870238698,28206.64942261302,0.0,0.0
29084.666015625,29401.916015625,28236.212890625,28360.810546875,28360.810546875,27246574439,38.84523379552332,39.76834513317968,29899.94345703125,31819.749302406453,27980.13761165605,0.0,0.0
28373.513671875,28502.685546875,26762.6484375,26762.6484375,26762.6484375,34163220274,33.578562996676,36.28931525334596,29783.13037109375,32122.204212141703,27444.056530045797,0.0,1.0
26737.578125,26795.58984375,22141.2578125,22487.388671875,22487.388671875,68204556440,24.14693274046951,29.1310504272535,29424.7205078125,33374.37261721674,25475.06839840826,0.0,1.0
22487.986328125,23018.951171875,20950.818359375,22206.79296875,22206.79296875,50913575242,23.67687391204953,28.740363346804628,29056.94208984375,34104.18039600436,24009.703783683137,0.0,1.0
22196.73046875,22642.671875,20178.376953125,22572.83984375,22572.83984375,54912007015,25.708618203845106,30.025814979708215,28722.2228515625,34503.774484578345,22940.671218546653,0.0,1.0
22576.3046875,22868.921875,20265.2265625,20381.650390625,20381.650390625,31183975654,21.94299611382486,26.968112583300737,28309.92666015625,35140.56534258756,21479.287977724944,0.0,1.0
20385.71875,21243.3125,20326.51953125,20471.482421875,20471.482421875,27132421514,22.444537028301866,27.286865279829968,27892.75576171875,35521.56566219146,20263.94586124604,0.0,0.0
20473.42578125,20736.041015625,17708.623046875,19017.642578125,19017.642578125,42009436760,20.1841866061243,25.40279341064013,27371.3400390625,35879.11783598474,18863.56224214026,0.0,0.0
19010.90234375,20683.822265625,18067.15234375,20553.271484375,20553.271484375,35329942625,28.3878228294317,30.708948972417957,26812.68408203125,35566.98678245038,18058.38138161212,0.0,0.0
20553.37109375,20913.322265625,19689.169921875,20599.537109375,20599.537109375,30818458597,28.625843829288982,30.864516829523083,26253.04541015625,35093.087101982404,17413.003718330096,0.0,0.0
20594.294921875,21620.62890625,20415.0625,20710.59765625,20710.59765625,28970212744,29.233894470954084,31.253547361562724,25798.6212890625,34795.79890393518,16801.443674189817,0.0,0.0
20719.4140625,20835.75,19848.078125,19987.029296875,19987.029296875,28574793478,27.58505970571933,30.095071155673196,25274.59833984375,34343.5597647765,16205.636914910996,0.0,0.0
